,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
1857,1.0,13.0,4,Mobile Phone,2,Divorced,3,1,3.0,151.59,0
3407,11.0,29.0,4,Fashion,3,Single,1,0,8.0,195.26,0
2507,1.0,16.0,3,Mobile Phone,4,Married,2,0,0.0,110.52,0
2104,0.0,,4,Mobile Phone,3,Married,2,1,7.0,123.66,1
1463,6.0,11.0,4,Mobile Phone,2,Divorced,2,0,2.0,129.11,0
574,10.0,19.0,4,Laptop & Accessory,3,Married,11,1,2.0,171.63,0
2516,27.0,23.0,3,Fashion,3,Married,9,0,8.0,207.39,0
3548,6.0,6.0,1,Laptop & Accessory,5,Married,3,0,3.0,153.76,0
3491,29.0,7.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06,0
3447,19.0,13.0,5,Fashion,2,Single,8,0,,213.65,0
3059,21.0,8.0,2,Laptop & Accessory,4,Divorced,4,0,2.0,181.2,0
589,15.0,10.0,5,Laptop & Accessory,4,Married,4,0,,214.38,0
358,17.0,11.0,4,Mobile Phone,3,Single,4,0,3.0,131.62,0
92,19.0,32.0,4,Laptop & Accessory,4,Single,9,0,2.0,179.91,0
2623,14.0,7.0,3,Mobile Phone,1,Married,4,0,0.0,127.82,0
3225,2.0,,3,Mobile Phone,2,Single,2,0,5.0,123.4,0
1234,12.0,9.0,5,Mobile Phone,4,Single,3,0,4.0,149.4,0
1973,1.0,11.0,4,Mobile Phone,2,Single,3,1,3.0,153.75,0
1360,1.0,11.0,5,Laptop & Accessory,5,Married,3,0,4.0,167.56,0
2281,22.0,13.0,4,Fashion,3,Single,9,0,0.0,145.0,0
1942,0.0,10.0,2,Mobile Phone,5,Divorced,3,0,2.0,128.19,0
1913,8.0,9.0,5,Mobile Phone,3,Married,5,0,8.0,152.68,0
1741,,15.0,3,Mobile Phone,2,Divorced,2,0,4.0,120.7,0
2211,21.0,9.0,5,Mobile Phone,2,Single,3,1,3.0,157.94,0
722,5.0,11.0,4,Laptop & Accessory,1,Single,9,0,0.0,196.79,0
3693,10.0,35.0,3,Fashion,4,Divorced,2,1,,218.49,1
354,1.0,13.0,2,Mobile Phone,5,Married,3,1,1.0,141.01,1
2086,13.0,31.0,4,Laptop & Accessory,1,Single,9,0,8.0,166.08,0
3842,,26.0,3,Mobile Phone,3,Married,5,0,0.0,122.59,0
3061,2.0,7.0,4,Mobile Phone,5,Married,3,0,3.0,160.91,0
2690,6.0,8.0,3,Mobile Phone,3,Married,2,0,4.0,136.0,0
1194,4.0,35.0,4,Laptop & Accessory,1,Married,2,0,7.0,154.68,0
2533,14.0,35.0,5,Fashion,5,Married,6,1,1.0,233.54,1
1919,1.0,15.0,4,Laptop & Accessory,3,Married,2,1,5.0,174.07,0
3687,23.0,15.0,5,Grocery,4,Married,8,0,4.0,256.2,0
3666,18.0,11.0,2,Others,5,Married,3,0,14.0,316.9,0
1879,31.0,7.0,5,Laptop & Accessory,3,Single,9,0,4.0,179.73,0
1428,11.0,9.0,3,Laptop & Accessory,1,Single,9,1,0.0,168.61,0
3154,14.0,34.0,4,Grocery,4,Married,1,0,10.0,235.7,0
463,19.0,27.0,4,Laptop & Accessory,3,Single,10,0,2.0,173.5,0
948,1.0,12.0,5,Fashion,1,Married,3,1,9.0,253.08,0
3499,6.0,10.0,4,Fashion,2,Single,5,0,8.0,236.59,0
1264,15.0,11.0,6,Laptop & Accessory,4,Married,8,0,3.0,189.3,0
1348,11.0,8.0,4,Fashion,3,Married,4,1,2.0,177.56,0
2736,21.0,8.0,3,Laptop & Accessory,2,Divorced,3,0,7.0,140.51,0
37,,6.0,4,Mobile Phone,5,Married,2,0,2.0,122.18,0
1013,3.0,22.0,3,Laptop & Accessory,3,Divorced,9,0,2.0,153.01,0
3595,0.0,14.0,1,Laptop & Accessory,4,Married,1,0,2.0,148.51,0
1022,9.0,32.0,3,Laptop & Accessory,3,Married,7,0,2.0,153.47,0
1321,20.0,9.0,3,Grocery,3,Married,10,1,13.0,237.7,0
2474,1.0,12.0,4,Others,3,Married,8,0,1.0,308.03,0
1522,9.0,17.0,3,Fashion,1,Married,1,0,8.0,197.38,0
1359,13.0,18.0,3,Laptop & Accessory,5,Married,3,0,7.0,144.48,0
2739,10.0,13.0,2,Laptop & Accessory,5,Married,5,1,3.0,180.62,0
39,1.0,7.0,4,Mobile Phone,1,Married,11,1,3.0,172.87,1
1606,17.0,15.0,4,Laptop & Accessory,4,Married,6,0,1.0,172.65,0
2344,7.0,,3,Mobile Phone,5,Divorced,5,0,2.0,123.62,1
171,20.0,8.0,3,Others,4,Single,8,1,8.0,292.46,1
1449,20.0,9.0,4,Fashion,1,Married,6,1,,228.68,0
766,11.0,16.0,4,Fashion,3,Married,1,1,7.0,187.4,0
2070,0.0,,4,Mobile Phone,4,Married,2,0,0.0,125.96,1
3476,20.0,9.0,4,Laptop & Accessory,1,Married,4,0,5.0,198.79,0
1832,7.0,16.0,4,Laptop & Accessory,3,Married,2,0,7.0,150.63,0
1711,31.0,23.0,4,Laptop & Accessory,5,Single,10,0,3.0,179.05,0
2425,23.0,23.0,4,Mobile Phone,5,Married,6,1,3.0,150.87,0
656,5.0,6.0,3,Laptop & Accessory,5,Married,5,0,2.0,140.87,0
3396,0.0,9.0,3,Laptop & Accessory,3,Single,10,0,0.0,145.77,1
2439,14.0,17.0,5,Laptop & Accessory,4,Married,9,0,4.0,193.52,0
1799,6.0,11.0,5,Laptop & Accessory,3,Married,3,0,9.0,186.62,0
1365,20.0,9.0,4,Laptop & Accessory,2,Married,4,0,5.0,198.79,0
2928,25.0,25.0,3,Mobile Phone,2,Divorced,1,0,2.0,142.58,0
1478,1.0,34.0,4,Fashion,2,Divorced,3,0,10.0,201.39,1
598,23.0,14.0,5,Fashion,3,Single,10,0,1.0,170.0,0
333,0.0,13.0,5,Laptop & Accessory,3,Single,2,1,6.0,160.74,1
3293,25.0,33.0,4,Grocery,3,Divorced,4,0,18.0,288.07,0
927,1.0,10.0,4,Mobile Phone,3,Single,3,0,1.0,139.2,1
1201,0.0,8.0,1,Laptop & Accessory,3,Single,1,0,7.0,165.0,0
813,14.0,,3,Mobile Phone,3,Divorced,10,1,7.0,124.61,1
2093,0.0,11.0,3,Mobile Phone,2,Single,2,0,0.0,110.51,0
161,1.0,14.0,5,Laptop & Accessory,3,Divorced,4,0,1.0,186.32,0
2164,4.0,7.0,4,Mobile Phone,4,Divorced,2,1,8.0,160.79,0
2214,28.0,8.0,3,Fashion,4,Married,4,0,,209.76,0
2914,8.0,10.0,5,Laptop & Accessory,1,Married,5,1,2.0,206.03,0
61,0.0,8.0,3,Laptop & Accessory,3,Single,2,1,4.0,144.78,0
882,8.0,15.0,2,Laptop & Accessory,3,Married,3,0,9.0,192.99,0
2634,17.0,6.0,1,Laptop & Accessory,5,Married,3,0,2.0,150.33,0
3771,22.0,13.0,4,Fashion,3,Single,9,0,,209.65,0
3218,22.0,14.0,3,Fashion,4,Married,5,0,7.0,174.03,0
1747,4.0,14.0,4,Mobile Phone,4,Single,2,0,3.0,154.83,0
1957,8.0,6.0,3,Fashion,4,Divorced,2,0,6.0,172.95,0
1088,0.0,30.0,5,Mobile Phone,2,Single,2,1,0.0,111.18,1
3164,15.0,30.0,3,Fashion,5,Married,2,1,8.0,174.06,0
1686,6.0,,3,Mobile Phone,1,Single,5,0,0.0,124.96,0
2450,4.0,23.0,4,Laptop & Accessory,3,Married,10,0,3.0,178.01,0
2951,0.0,20.0,3,Fashion,1,Single,1,1,7.0,175.53,1
1117,5.0,12.0,4,Laptop & Accessory,1,Married,3,0,3.0,179.76,0
53,25.0,10.0,3,Grocery,2,Divorced,3,0,4.0,265.55,0
3765,1.0,13.0,5,Mobile Phone,1,Single,3,1,1.0,154.26,1
3079,3.0,12.0,4,Laptop & Accessory,1,Married,1,0,7.0,146.27,0
1982,19.0,12.0,6,Laptop & Accessory,5,Single,3,1,5.0,182.69,0
262,7.0,6.0,1,Mobile Phone,1,Single,3,0,3.0,132.8,0
520,13.0,12.0,3,Grocery,3,Single,8,0,13.0,232.37,0
783,21.0,28.0,3,Grocery,1,Married,4,0,7.0,271.74,0
2484,8.0,24.0,3,Laptop & Accessory,3,Married,2,1,2.0,156.89,0
220,1.0,28.0,4,Mobile Phone,3,Married,3,0,1.0,148.77,1
857,31.0,16.0,5,Mobile Phone,4,Divorced,6,1,1.0,158.46,0
2026,1.0,18.0,4,Mobile Phone,5,Divorced,2,0,5.0,145.99,0
3935,26.0,7.0,4,Grocery,1,Married,4,0,9.0,295.99,0
2842,24.0,9.0,3,Grocery,4,Single,4,0,0.0,237.34,0
1489,15.0,8.0,5,Others,1,Married,2,0,9.0,298.45,1
3181,,21.0,3,Mobile Phone,3,Married,2,0,2.0,122.07,0
1340,26.0,29.0,3,Grocery,2,Single,7,0,8.0,242.75,0
3113,9.0,28.0,4,Laptop & Accessory,2,Divorced,3,1,8.0,165.14,0
2338,8.0,8.0,5,Mobile Phone,4,Married,7,0,3.0,157.94,0
1749,2.0,12.0,4,Laptop & Accessory,2,Single,3,0,3.0,174.08,0
3796,1.0,10.0,2,Mobile Phone,2,Divorced,3,0,8.0,169.2,0
1761,20.0,6.0,3,Fashion,4,Married,1,0,,219.57,0
2192,8.0,,3,Mobile Phone,1,Married,2,0,2.0,125.72,0
804,16.0,15.0,3,Laptop & Accessory,3,Married,4,1,7.0,156.79,0
3641,2.0,26.0,5,Mobile Phone,5,Married,3,0,4.0,156.96,0
3844,13.0,14.0,3,Laptop & Accessory,1,Married,4,1,2.0,140.69,0
1240,20.0,21.0,4,Mobile Phone,4,Divorced,11,1,4.0,174.63,1
3456,1.0,23.0,4,Fashion,5,Single,4,1,,210.64,1
1134,5.0,8.0,3,Laptop & Accessory,4,Married,1,1,2.0,140.78,0
2522,24.0,7.0,4,Grocery,1,Married,11,0,4.0,298.99,0
2877,25.0,28.0,4,Laptop & Accessory,1,Single,2,1,1.0,179.41,0
1410,31.0,28.0,4,Grocery,1,Married,6,1,1.0,303.75,0
2620,12.0,13.0,5,Mobile Phone,3,Married,3,0,5.0,162.02,0
3247,13.0,28.0,5,Laptop & Accessory,2,Divorced,5,1,5.0,186.2,0
839,1.0,22.0,2,Laptop & Accessory,5,Single,1,0,7.0,156.61,0
2229,14.0,10.0,5,Mobile Phone,3,Married,3,1,3.0,151.83,1
1504,15.0,35.0,5,Laptop & Accessory,1,Single,5,0,0.0,142.72,0
2248,1.0,25.0,4,Mobile Phone,5,Married,2,0,3.0,131.96,0
2249,1.0,16.0,4,Mobile Phone,1,Single,3,0,3.0,151.1,0
2641,1.0,9.0,4,Mobile Phone,5,Married,3,1,1.0,145.74,1
2294,1.0,29.0,4,Mobile Phone,3,Single,3,1,1.0,141.75,1
1227,11.0,12.0,4,Laptop & Accessory,1,Married,9,0,5.0,188.47,0
1001,0.0,,1,Mobile Phone,1,Married,1,0,7.0,125.44,0
3786,3.0,,3,Mobile Phone,3,Single,2,0,4.0,126.32,0
3651,,6.0,3,Mobile Phone,2,Single,2,0,7.0,121.15,0
405,19.0,9.0,3,Grocery,3,Divorced,4,0,9.0,274.65,0
603,10.0,19.0,5,Fashion,1,Single,2,0,,213.58,0
986,16.0,12.0,4,Mobile Phone,3,Divorced,6,0,1.0,145.93,0
731,0.0,,5,Mobile Phone,2,Single,2,1,0.0,123.4,1
440,10.0,13.0,3,Fashion,3,Single,5,0,2.0,236.64,0
1855,0.0,25.0,1,Laptop & Accessory,1,Single,9,1,4.0,153.04,1
297,1.0,31.0,2,Mobile Phone,5,Single,3,0,1.0,135.91,1
147,,9.0,3,Mobile Phone,1,Married,2,0,0.0,117.06,0
328,11.0,10.0,3,Mobile Phone,3,Married,8,0,0.0,133.06,0
3302,8.0,29.0,3,Mobile Phone,5,Married,4,1,2.0,140.14,0
3755,20.0,8.0,4,Mobile Phone,5,Single,8,0,8.0,159.23,0
1229,,8.0,4,Mobile Phone,3,Single,2,0,0.0,122.74,0
1564,17.0,16.0,4,Laptop & Accessory,3,Married,5,1,8.0,181.79,0
2,27.0,13.0,3,Laptop & Accessory,1,Married,5,0,7.0,168.54,0
1880,25.0,25.0,3,Mobile Phone,1,Married,1,0,2.0,142.58,0
595,5.0,9.0,4,Mobile Phone,3,Married,2,0,3.0,155.67,0
2879,6.0,20.0,3,Mobile Phone,4,Divorced,2,0,6.0,127.56,0
345,12.0,16.0,5,Mobile Phone,4,Divorced,2,0,3.0,153.99,0
1480,18.0,7.0,4,Mobile Phone,1,Single,8,1,3.0,149.36,0
2605,8.0,13.0,3,Laptop & Accessory,1,Married,2,1,9.0,152.04,0
960,26.0,13.0,3,Others,3,Married,4,0,7.0,286.06,0
269,1.0,7.0,6,Mobile Phone,4,Single,9,1,8.0,147.16,1
383,3.0,10.0,4,Laptop & Accessory,4,Married,2,1,7.0,152.09,0
2937,1.0,10.0,4,Laptop & Accessory,3,Single,11,0,1.0,170.77,1
1949,23.0,6.0,4,Mobile Phone,3,Divorced,3,0,2.0,136.9,0
1578,0.0,11.0,3,Mobile Phone,3,Single,2,1,2.0,134.41,1
275,0.0,12.0,3,Mobile Phone,5,Single,3,0,3.0,129.6,1
721,6.0,12.0,2,Mobile Phone,4,Married,2,1,6.0,157.98,0
3899,9.0,8.0,3,Laptop & Accessory,4,Single,10,1,12.0,154.1,0
247,25.0,17.0,3,Laptop & Accessory,3,Divorced,9,0,4.0,131.49,0
3655,11.0,17.0,5,Laptop & Accessory,1,Married,4,1,1.0,191.94,0
488,8.0,6.0,3,Fashion,4,Married,2,0,6.0,172.95,0
2269,6.0,11.0,4,Fashion,2,Married,5,0,2.0,171.19,0
2301,1.0,11.0,3,Laptop & Accessory,5,Single,1,0,3.0,184.63,0
846,10.0,14.0,2,Laptop & Accessory,5,Married,4,0,14.0,171.39,0
2244,1.0,9.0,5,Mobile Phone,3,Single,8,1,1.0,145.9,1
2615,8.0,10.0,4,Laptop & Accessory,4,Married,3,0,10.0,179.33,0
3230,10.0,6.0,3,Fashion,2,Married,3,1,2.0,236.03,0
3615,0.0,6.0,3,Mobile Phone,2,Single,2,1,8.0,126.86,1
3857,5.0,12.0,4,Mobile Phone,1,Married,2,1,4.0,173.21,0
1228,15.0,12.0,2,Mobile Phone,3,Married,4,1,4.0,146.27,0
1991,1.0,32.0,4,Laptop & Accessory,5,Divorced,2,0,4.0,147.24,0
2692,15.0,9.0,1,Laptop & Accessory,1,Married,3,1,3.0,152.31,0
254,11.0,6.0,4,Mobile Phone,5,Single,5,0,0.0,128.58,0
420,7.0,16.0,1,Laptop & Accessory,1,Married,2,0,2.0,147.24,0
561,15.0,12.0,2,Mobile Phone,3,Divorced,4,1,4.0,146.27,0
1258,1.0,16.0,5,Mobile Phone,5,Divorced,5,0,3.0,169.0,1
767,0.0,8.0,1,Laptop & Accessory,3,Married,2,0,7.0,152.06,0
315,,21.0,3,Mobile Phone,1,Single,2,0,0.0,112.32,0
3783,19.0,7.0,3,Others,2,Divorced,2,0,8.0,317.02,0
928,15.0,11.0,3,Others,3,Divorced,7,0,0.0,283.03,0
1187,29.0,7.0,4,Others,5,Single,2,1,14.0,315.45,0
1560,,19.0,3,Mobile Phone,4,Married,5,0,4.0,121.43,0
3793,15.0,11.0,4,Mobile Phone,3,Married,11,1,8.0,149.61,1
15,10.0,8.0,4,Laptop & Accessory,3,Single,8,0,1.0,193.15,0
2461,21.0,21.0,4,Laptop & Accessory,4,Married,10,0,8.0,179.67,0
750,1.0,9.0,3,Mobile Phone,4,Married,2,0,0.0,128.56,0
1525,15.0,17.0,4,Laptop & Accessory,2,Single,9,0,11.0,187.3,0
3372,7.0,6.0,4,Fashion,5,Divorced,10,0,6.0,204.82,1
1020,3.0,16.0,4,Laptop & Accessory,3,Divorced,2,0,4.0,165.78,0
3199,23.0,8.0,3,Grocery,5,Divorced,3,0,2.0,278.56,0
1681,28.0,8.0,3,Grocery,1,Single,3,1,2.0,266.59,0
3221,20.0,7.0,2,Grocery,5,Single,3,0,13.0,300.67,0
2122,9.0,9.0,3,Laptop & Accessory,4,Single,5,0,7.0,144.85,0
1695,7.0,10.0,3,Laptop & Accessory,3,Divorced,10,0,2.0,165.38,0
3047,,23.0,4,Mobile Phone,4,Married,2,0,0.0,121.27,0
370,0.0,10.0,5,Fashion,2,Divorced,2,0,8.0,204.0,1
1021,15.0,16.0,3,Mobile Phone,3,Married,4,0,3.0,129.36,0
184,6.0,17.0,4,Laptop & Accessory,1,Single,10,0,1.0,171.48,0
1024,1.0,10.0,4,Laptop & Accessory,5,Divorced,3,1,4.0,166.94,0
2489,12.0,9.0,4,Mobile Phone,3,Divorced,8,1,2.0,155.57,0
1259,6.0,,3,Mobile Phone,2,Single,1,0,2.0,125.0,0
2335,5.0,6.0,3,Mobile Phone,2,Married,1,0,2.0,123.14,0
2242,3.0,11.0,3,Fashion,1,Married,3,0,4.0,194.19,0
1173,25.0,8.0,4,Mobile Phone,2,Single,8,0,2.0,132.12,0
3102,26.0,10.0,5,Fashion,3,Divorced,4,1,5.0,204.69,0
189,7.0,21.0,3,Fashion,2,Divorced,2,0,5.0,179.78,1
639,15.0,14.0,2,Mobile Phone,3,Divorced,3,0,9.0,158.76,0
2152,1.0,21.0,4,Mobile Phone,5,Married,3,1,9.0,147.35,0
1239,30.0,8.0,4,Grocery,2,Single,4,1,3.0,237.26,0
1247,22.0,29.0,4,Grocery,1,Married,5,0,8.0,296.74,0
2987,7.0,8.0,3,Laptop & Accessory,3,Single,3,0,2.0,140.33,0
2738,13.0,9.0,5,Laptop & Accessory,3,Single,3,0,11.0,170.53,0
633,22.0,12.0,4,Grocery,3,Married,3,1,12.0,239.66000000000005,0
1645,14.0,33.0,5,Laptop & Accessory,1,Married,5,1,1.0,169.22,0
1581,,10.0,3,Mobile Phone,2,Single,19,1,0.0,122.85,1
408,14.0,12.0,4,Laptop & Accessory,4,Single,7,1,2.0,160.32,0
1033,8.0,14.0,3,Laptop & Accessory,3,Married,2,0,9.0,141.48,0
969,1.0,18.0,4,Mobile Phone,4,Divorced,3,0,3.0,147.44,0
378,6.0,13.0,4,Mobile Phone,3,Single,5,0,5.0,155.38,0
2885,19.0,35.0,4,Mobile Phone,1,Married,6,0,4.0,146.32,0
2708,4.0,18.0,3,Laptop & Accessory,1,Married,1,1,5.0,158.55,0
612,1.0,16.0,4,Mobile Phone,5,Divorced,3,0,3.0,150.0,0
3634,,28.0,3,Mobile Phone,3,Divorced,5,1,1.0,121.32,1
755,22.0,6.0,3,Grocery,3,Single,5,0,0.0,253.79,0
859,1.0,30.0,4,Fashion,5,Married,11,1,,224.5,1
2241,8.0,15.0,4,Laptop & Accessory,3,Single,5,0,4.0,186.42,0
2504,21.0,6.0,1,Grocery,2,Single,3,0,1.0,268.85,0
712,6.0,,4,Mobile Phone,4,Married,7,0,1.0,126.22,0
2759,17.0,9.0,3,Others,2,Divorced,5,1,1.0,295.13,0
138,0.0,26.0,5,Laptop & Accessory,3,Divorced,4,1,2.0,145.59,1
3090,2.0,36.0,6,Laptop & Accessory,4,Married,3,0,8.0,190.49,0
648,0.0,11.0,4,Laptop & Accessory,3,Single,2,1,3.0,157.44,1
340,8.0,7.0,4,Laptop & Accessory,4,Married,3,0,4.0,168.25,0
1992,0.0,29.0,3,Fashion,5,Married,10,1,2.0,199.5,1
397,3.0,28.0,3,Fashion,5,Married,1,0,8.0,184.12,0
3355,8.0,27.0,2,Mobile Phone,3,Divorced,2,0,1.0,150.85,0
1159,1.0,12.0,4,Mobile Phone,2,Single,3,0,1.0,135.51,0
3405,1.0,7.0,5,Laptop & Accessory,1,Married,8,0,3.0,172.75,0
2009,5.0,14.0,4,Laptop & Accessory,4,Divorced,2,1,9.0,152.28,0
2628,5.0,14.0,4,Laptop & Accessory,4,Married,2,1,9.0,152.28,0
3475,0.0,21.0,4,Mobile Phone,5,Married,1,0,3.0,147.74,0
738,4.0,8.0,4,Mobile Phone,3,Married,2,0,4.0,145.64,0
1083,,20.0,3,Mobile Phone,5,Divorced,2,1,8.0,122.35,0
3426,14.0,9.0,4,Others,3,Married,2,0,10.0,319.36,0
2393,6.0,7.0,5,Mobile Phone,4,Married,8,0,3.0,148.32,0
3310,0.0,15.0,1,Mobile Phone,3,Married,2,0,4.0,144.01,0
1708,14.0,10.0,5,Laptop & Accessory,4,Married,7,0,2.0,164.3,0
2535,14.0,16.0,4,Fashion,3,Single,11,0,14.0,259.99,0
3571,0.0,8.0,3,Mobile Phone,3,Single,2,0,2.0,127.83,0
2161,3.0,10.0,5,Fashion,3,Divorced,3,0,8.0,244.35,0
1745,8.0,14.0,4,Mobile Phone,1,Single,3,0,1.0,154.72,0
3760,1.0,24.0,4,Mobile Phone,4,Divorced,2,1,2.0,155.58,0
3206,5.0,32.0,3,Laptop & Accessory,2,Divorced,1,0,2.0,144.65,0
1162,10.0,19.0,3,Laptop & Accessory,1,Married,2,0,7.0,142.85,0
476,29.0,8.0,2,Grocery,1,Married,4,0,1.0,272.32,0
1707,0.0,10.0,4,Laptop & Accessory,5,Married,2,0,3.0,142.56,0
1292,13.0,10.0,5,Laptop & Accessory,3,Married,2,0,8.0,155.69,0
2463,13.0,30.0,3,Laptop & Accessory,1,Married,2,0,7.0,133.19,0
3886,17.0,14.0,2,Mobile Phone,1,Married,6,0,3.0,145.89,0
3891,4.0,35.0,4,Laptop & Accessory,1,Married,3,0,10.0,182.75,0
1638,,11.0,3,Laptop & Accessory,2,Divorced,4,0,0.0,120.86,1
1926,27.0,31.0,2,Fashion,1,Married,5,0,3.0,195.05,0
1153,9.0,28.0,4,Laptop & Accessory,1,Married,3,1,8.0,165.14,0
684,28.0,26.0,4,Fashion,4,Divorced,4,0,2.0,232.25,0
3458,24.0,12.0,3,Others,3,Single,8,0,15.0,295.37,0
344,9.0,7.0,5,Mobile Phone,5,Single,3,0,3.0,149.5,0
218,16.0,21.0,4,Grocery,3,Married,2,0,11.0,276.03,0
1770,27.0,25.0,3,Laptop & Accessory,5,Married,10,1,4.0,154.85,0
1430,1.0,17.0,4,Mobile Phone,1,Married,2,0,2.0,146.45,0
3198,11.0,6.0,3,Fashion,3,Single,5,1,0.0,178.61,0
2953,21.0,10.0,4,Fashion,3,Single,8,0,,209.99,0
3645,0.0,32.0,3,Laptop & Accessory,1,Single,2,0,4.0,161.8,0
2041,8.0,26.0,4,Laptop & Accessory,4,Married,6,0,11.0,169.44,0
1742,14.0,13.0,4,Grocery,3,Single,9,0,14.0,257.37,0
2381,7.0,15.0,5,Mobile Phone,1,Single,2,0,3.0,148.42,0
2254,,11.0,4,Mobile Phone,5,Married,7,0,0.0,121.07,1
3210,14.0,8.0,4,Grocery,5,Married,4,0,17.0,293.23,0
849,7.0,15.0,4,Fashion,4,Single,2,0,7.0,186.21,0
2202,19.0,30.0,4,Laptop & Accessory,5,Divorced,3,1,9.0,161.33,0
1113,1.0,7.0,4,Laptop & Accessory,4,Married,3,0,5.0,188.97,0
2494,3.0,34.0,4,Laptop & Accessory,3,Married,6,0,2.0,168.35,0
278,15.0,7.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03,0
3587,0.0,31.0,3,Mobile Phone,3,Married,2,0,7.0,129.42,0
900,27.0,17.0,3,Grocery,1,Married,4,0,12.0,260.32,0
102,19.0,,3,Mobile Phone,3,Married,9,0,8.0,123.39,1
1629,5.0,7.0,4,Laptop & Accessory,2,Single,10,1,6.0,184.93,1
2662,3.0,31.0,4,Fashion,4,Single,3,1,0.0,190.94,1
173,1.0,16.0,6,Mobile Phone,4,Single,3,0,3.0,152.6,1
108,21.0,11.0,4,Laptop & Accessory,3,Single,5,0,1.0,154.76,0
3268,13.0,8.0,4,Laptop & Accessory,3,Divorced,7,0,0.0,134.48,0
1655,22.0,11.0,3,Laptop & Accessory,3,Divorced,3,0,2.0,166.51,0
3918,1.0,33.0,5,Laptop & Accessory,5,Married,1,0,0.0,148.77,0
2020,4.0,18.0,3,Mobile Phone,2,Divorced,9,1,2.0,139.29,0
2740,12.0,9.0,4,Mobile Phone,1,Married,3,1,1.0,142.02,0
2513,1.0,35.0,5,Laptop & Accessory,4,Divorced,2,0,7.0,165.49,0
41,18.0,7.0,4,Fashion,3,Married,4,0,4.0,207.48,0
2511,16.0,33.0,4,Fashion,5,Married,5,1,1.0,256.91,0
2475,12.0,7.0,4,Mobile Phone,4,Married,2,1,3.0,154.91,0
2812,1.0,9.0,4,Mobile Phone,5,Married,8,1,3.0,145.42,1
2932,10.0,25.0,3,Laptop & Accessory,3,Married,4,0,2.0,157.68,0
3283,11.0,13.0,4,Laptop & Accessory,2,Divorced,6,0,2.0,190.02,0
1084,5.0,31.0,4,Laptop & Accessory,1,Single,4,0,5.0,177.38,0
300,0.0,6.0,3,Mobile Phone,4,Single,2,1,4.0,132.02,1
741,12.0,25.0,6,Laptop & Accessory,1,Married,5,1,1.0,183.11,0
73,24.0,14.0,4,Fashion,4,Divorced,6,0,,224.9,0
1662,1.0,9.0,4,Mobile Phone,5,Divorced,9,0,8.0,152.07,1
2836,2.0,8.0,4,Mobile Phone,3,Single,2,1,3.0,146.54,0
3715,8.0,10.0,6,Laptop & Accessory,5,Single,5,0,13.0,172.59,0
3758,14.0,14.0,5,Fashion,2,Single,3,0,3.0,206.5,1
493,30.0,7.0,4,Mobile Phone,5,Divorced,4,0,1.0,145.66,0
3151,3.0,8.0,4,Mobile Phone,5,Single,1,0,7.0,149.68,0
2766,0.0,,3,Mobile Phone,1,Married,6,1,4.0,124.36,1
1670,7.0,17.0,5,Laptop & Accessory,1,Single,5,0,2.0,171.82,0
3252,22.0,9.0,4,Laptop & Accessory,2,Divorced,4,0,8.0,165.51,0
2076,1.0,26.0,4,Mobile Phone,1,Married,5,0,3.0,161.69,0
1646,3.0,27.0,4,Laptop & Accessory,1,Married,4,0,3.0,194.31,0
3872,1.0,18.0,2,Laptop & Accessory,3,Married,2,0,4.0,165.11,0
1940,14.0,9.0,4,Mobile Phone,5,Married,6,0,3.0,158.77,0
1610,1.0,27.0,4,Fashion,3,Married,5,0,,223.24,1
1235,6.0,19.0,3,Mobile Phone,1,Single,4,0,2.0,134.52,0
3095,11.0,7.0,3,Laptop & Accessory,1,Married,8,0,9.0,147.35,0
2524,1.0,17.0,4,Laptop & Accessory,3,Married,3,1,4.0,167.6,0
3237,4.0,10.0,4,Mobile Phone,2,Divorced,6,0,5.0,145.97,0
2560,14.0,16.0,4,Others,1,Married,4,0,6.0,291.41,0
2761,20.0,12.0,4,Laptop & Accessory,1,Single,6,1,9.0,182.72,0
2838,16.0,9.0,5,Laptop & Accessory,1,Single,5,0,1.0,192.81,0
412,0.0,8.0,3,Laptop & Accessory,1,Married,1,0,2.0,142.27,0
788,10.0,27.0,3,Mobile Phone,1,Married,6,0,0.0,129.73,0
2825,,10.0,3,Mobile Phone,1,Single,10,1,0.0,122.85,1
98,0.0,35.0,4,Laptop & Accessory,3,Single,2,0,8.0,145.08,1
1420,0.0,29.0,4,Fashion,5,Divorced,2,0,10.0,173.36,1
2993,2.0,27.0,1,Fashion,5,Married,2,0,8.0,199.8,0
3594,4.0,,4,Mobile Phone,3,Divorced,4,0,2.0,123.29,0
2424,14.0,23.0,4,Fashion,1,Single,8,1,4.0,204.45,0
2601,5.0,8.0,3,Mobile Phone,1,Single,1,0,6.0,130.68,0
150,1.0,10.0,4,Mobile Phone,3,Single,3,0,8.0,165.84,1
28,7.0,6.0,4,Fashion,5,Married,10,0,6.0,204.82,1
2527,14.0,15.0,4,Laptop & Accessory,3,Divorced,5,1,4.0,192.96,1
2724,21.0,8.0,4,Fashion,4,Married,2,0,13.0,244.57,0
